Origin_index,Molecule,Score,Time
841,c12c(ccc1-c1cc(CC(=O)NC)c3c(c1)CS3)cc(C(=O)O)c2Cl,-6.5,162.0040135383606
414,N1(C(F)(F)F)OCC2C(C(O)=O)C(Cc3cc(=O)[nH]cc3)NCC(C)N12,-6.5,201.85455226898196
722,C1CC1c1cc(NS(=O)(=O)c2ccc(F)c(Cl)c2)ccn1,-6.5,143.4083230495453
46,N1C(CC(NS(c2ccc(C)cc2C)=O)=O)cN(CCC(C)C)CC1,-6.5,147.97664761543274
673,C1(S(=O)(=O)NCS(=O)(=O)c2ccccc2)C[C@](O)C(O)C1,-6.5,131.4862575531006
623,CN1c2c(cccc2)CC(NC(=O)c2ccccn2)S1(=O)=O,-6.5,138.06956553459167
942,c1cc(NS(=O)(=O)c2ccc(C(O)=O)s2)ccc1NC(=O)N,-6.5,141.67498087882996
408,CS(=O)(=O)N(Cc1ccccc1)C(=O)c1cc(F)c(CNS(=O)(F)F)cc1,-6.5,183.522264957428
542,O=C(NC(C(F)(F)F)C(F)(F)F)c1cc(-c2ccc[nH]c2=O)sc1,-6.5,159.03402471542358
597,S(=O)(=O)c1c(C)cc(-c2c(NCc3cc(C)c(Cl)c(F)c3)cc2)c(=O)nc1,-6.5,142.4221489429474
29,s1c(S(=O)(=O)C2CCCCC2)cc2occ3c2n1CC3,-6.5,159.73229670524597
295,CN1C(=O)c2ccc(O)cc2C1(C)C(C)3C(c1ccccc1)N=S3(C)CCl,-6.5,222.9075894355774
357,C1Nc2cc(F)ccc2CN(CC(=O)NC(C(NC(C)(C(C)C)C(C)C)=O)Cc(N)c1),-6.5,215.1023819446564
968,c12c(cc(-c3ccc(F)cc3)cc(C(=O)O)c2F)c1Cl,-6.5,166.41827535629272
94,N(S(=O)(=O)Nc1ccc(C)c(F)c1)c1ccc(C(C(=O)O)O)cc1,-6.5,169.8550305366516
40,N(S(=O)(=O)c1cc(O)c(F)cc1)S(c1ccccc1)=O,-6.5,122.41498398780824
421,c1cc(Oc2ccc(NC(=O)C)cc2)ccc1Cn1scnc1=O,-6.5,159.99618816375732
532,c1c(C(C(F)(F)F)=O)c(C2=Nc3ccccc3S(=O)(=O)C2)ccc1,-6.5,182.5443034172058
1036,Fc1cc2c(c(CNC)c1)NC(=O)C=C(c1cc(Cl)cc(CNC)c1)NCN2,-6.5,182.0050346851349
158,c1ccc(-c2c(C(O)=O)n(Cc3ccccc3)c3c2SC(=O)C3)cc1Br,-6.5,143.78851199150083
826,c12c(c1)ccc(CC1(C(C(O)=O)c3c(-c4ccc(F)cc4)occ3)c(=O)CC2)cc1,-6.5,167.23177242279053
330,c1ccc(CC2(C(O)=O)CS(=O)(=O)c3n[nH]cc32)cc1Br,-6.5,136.80614042282104
432,C1C(c2c(N(S(=O)(=O)c3ccc(C)c(C)c3)c3cccc(Cl)c3C2)N)N1,-6.5,175.2372591495514
431,C1CN(c2c(F)cccc2C(=O)O)S(=O)(=O)c2ccc(Cl)cc21,-6.5,133.32498478889465
49,c1(F)(F)cc(c2cc(F)c3c(-c4ccc[nH]4)scc3c2C(=O)O)n1Cl,-6.5,167.7470064163208
831,c1(Cn2c(N)c(-c3ccccc3F)c3ccc(Cl)cc3c2=O)ccc1,-6.5,149.28465676307678
264,O1C2OCC(C2)(C)C2CC(C(C(F)(F)F)NCC2)CC1,-6.5,128.50519466400146
832,O=C(CCC(=O)O)N(c1ccccc1)C1CCC(C(C)C)CC(C)CC1,-6.5,149.13919019699097
424,C1C2CCOC2N(c2nc3c(cc2)c(Cl)cc(Cl)c3)C1,-6.5,99.39835500717165
836,c1(F)cc2c1ccc(F)c2CCn1cc(C)c(C)nc1=O,-6.5,111.278333902359
622,Fc1ccc(-c2cc(N(CCO)C)cn(C)c2=O)cc1C(=O)Nc1ccccc(F)cc1,-6.5,232.92859768867493
316,FC(F)(F)c1sc(-c2ccc(C(O)=O)c(C)c2)c(C2CC2)c1C(O)Cl,-6.5,191.64523434638977
1051,c1c(N2CCN(C(O)C3CCCCC3)CC2)cccc1CC14CC1C4,-6.5,153.93470907211304
1049,Cc1ncccc1C(C)N(CC(O)CN1C(=O)CNC2(CCNC2=O)cc1CCC(O)NC)OC,-6.4,241.61628079414368
751,C1N(Cc2c(Cl)c(C3CC3)sc2)C(=O)CCC2C1CCOCC2Cl,-6.4,185.84453511238095
350,c1(-c2sc3cccc(C)c3c2C(F)(F)F)c(C(=O)O)s1,-6.4,127.25858402252196
954,CCc1nsc(N)c1CNC(C(=O)Nc1cc(F)ccc1Br)(F)F,-6.4,195.98075604438785
666,c1(-c2c(Cl)c3ccccc3n2CC(O)C(C)C)ccc1C(O)=O,-6.4,144.74321722984314
68,C1(OC(=O)c2c(-c3ccc[nH]c3=O)c3c(nc2C2CC2)cccc3)CCC1,-6.4,139.27916979789734
667,c1ccc2c(c1)N(c1ccc(C(=O)O)cn1)S(=O)(=O)C=C2Cl,-6.4,132.231023311615
332,C1CCCOCC1c1c2c(ccc1)cc(C(F)(F)F)n2Cc1ccccc1,-6.4,141.485985994339
1079,FC(F)(F)c1c(Cn2c3c(cccc3)ccc1)c(N)cc2,-6.4,110.3652732372284
718,S1(=O)(=O)N=C(c2cc(C(NC)=O)ccc2F)c(Cl)C1,-6.4,141.3363811969757
538,OC(=O)OCc1ccc2c(c1)B1OCc2c(cccc2)CN21,-6.4,0.0982463359832763
537,c1(N2CCC3(C(=O)NC4CCCC4)S(=O)(=O)NC(=O)N3C2)ccc1Cl,-6.4,135.68102955818176
183,c1(-c2c(Br)ncc(Nc3cc(Cl)c4sncc4c3)c2)cScc1,-6.4,132.36765336990356
534,c1c(C(NC(=O)Nc2ccc(C(N)=O)cc2)CCC(=O)Nc2ccccc2)cn1,-6.4,249.44891953468323
533,c1ccc(-c2nc(NC(C3CC3)CC3CC3)c(C(NC3CC3)=O)s2)nc1,-6.4,180.21923971176147
329,c1cc(-c2c(Cl)c3cccc(Cl)c3n2Cc2cc(C)ccc2)sc1,-6.4,122.91818928718568
632,c1cc(CC(C(O)C(Cc2ccccc2)NC2CC2)ncc(Cl)c1Cl)=O,-6.4,159.52095937728882
600,FC(F)(F)c1cc(N)c(CC(CCC(=O)Nc2scnc2)=O)cc1,-6.4,137.05590176582336
144,c1(F)(F)cccc1CC(C)C1N(CC(=O)N2CCOCC2)C[nH]c1=O,-6.4,156.23173332214355
736,C1C2C(CC(Oc3c(=O)[nH]cc(S(=O)(=O)CCN)c3)NCC2)=CC1Cl,-6.4,148.47198867797852
1063,c1ccc(CC(C)C(NC(C2CC2)C(F)(F)F)=O)cc1NC(=O)c1c(Cl)C1CC,-6.4,176.91306948661804
739,c1cc(Oc2cc(C(NC)=O)ncc2CN2CCOCC2)ccc1Cl,-6.4,149.58297276496887
201,N1c2ccccc2Nc2cccc(c2C(C)(C)C)C1C(O)=O,-6.4,124.4391086101532
71,C1C2CC(C(O)O)OCC2=NS(=O)(=O)c2ccccc21,-6.4,98.071147441864
369,c1c(-c2c(Br)=C(c3ccc[nH]c3=O)[nH](F)c2Cl)ccc(=O)s1,-6.4,104.74259757995604
147,OC(c1cc(Cl)c(F)cc1)(c1cc(O)ccc1)CC(O)CN(S(C1CCC1)=O)CC,-6.4,218.18156576156616
451,c1(S(=O)(=O)Nc2cc(N)ccc2)cc(-c2ccccc2)c1C(O)=O,-6.4,169.95410227775574
810,Cc1ccc(CC(=O)Nc2cc(-c3ccc(C)s3)sc2C(=O)O)s1,-6.4,134.73421263694763
814,c1(N2CCC3c4ccccc4CC(O)CC3C2)c(C(=O)O)cc1Cl,-6.4,178.56031489372253
447,C(C1CC2CCCCC2(C2)CN(C(=O)c2cc(NC)ccc2)CC2=O)C1,-6.4,161.86798810958862
821,C(C1CCc2c(S(=O)(O)=O)c(C)n(Cc3ccc(C(F)(F)F)cc3)c2)c1,-6.4,143.18346285820007
251,OC(=O)CCC(=O)N(c1c(F)ccc(F)c1)C(Cc1ccccc1)=O,-6.4,158.56684255599976
258,S1(=O)(=O)CC2(S(=O)(=O)c3ccc(C)cc3)C(CCC)Nc1NCCN2,-6.4,223.1124095916748
17,c12c(n(Cc3ccc[nH]c3=O)c1=O)cc(CCC(=O)O)CC(O)CC2Cl,-6.4,166.69020199775696
385,c1(Cn2cc(C(O)=O)c(C(c3ccccc3)NC(=O)N)c2Cl)ccn1,-6.4,219.9093976020813
580,c1(Cl)c(Oc2cc3c(cc2)c(C(=O)O)n1CC(=O)O)cnc3,-6.4,182.7573540210724
272,C1CCC2CCCN(S(c3c(F)cccc3)Cc3cc(F)ccc3)C21,-6.4,148.1396098136902
127,c1(-c2ccccc2)c(CC(O)=O)c(CC(=O)N2CCOCC2)c1N(O)Cl,-6.4,208.98064422607425
656,c1cc(Oc2ccc(Br)cc2)c2c(c1)c(C(=O)O)sc2,-6.4,128.10085701942444
868,c1cc(F)c(Cn2c(=O)ccc3sccc32)cc1Nc1ccccc1,-6.4,146.62887167930603
857,c1cccc(Cn2c3nc(-c4c(Br)cccc4)ccc3cc2)c1,-6.4,124.8491153717041
949,c1cc(Oc2cncc(C(=O)NC)c2)ccc1N1CCOCC1=O,-6.4,155.99035215377808
269,c1(S(CC)(=O)=O)c(F)cc1CN1c2ccccc2CS1(=O)=O,-6.4,167.6007742881775
458,c1ccc(Br)c(NC(NC(=O)NC(C)c2ccc(F)cc2)=O)c1,-6.4,186.86910820007324
455,Fc1c2c(cc(N4CCC5(CC4)CCNC5=O)cc2)c(N1)Br,-6.4,152.29924702644348
676,c1cc2c(c(C(=O)NC(C3CC3)C3CC3)c1)c(-c1ccccc1)c(C)NC2=O,-6.4,134.17864608764648
502,C(c1ccccc1)C(=O)Nc1c(Br)ccc(C(=O)O)c1Cl,-6.4,159.86466097831726
315,c1(CC(NC)(C(=O)N2C[C@H]3CCC(O)=CCC3)CC2)ccn1,-6.4,163.51450324058533
165,N(C(C)C(Cc1ccccc1)C(=O)NC(O)CN1CCOCC1)=O,-6.4,166.09078550338745
1024,FC(F)(F)c1sc(-c2c(Cl)cccc2)nc1C1=NS(=O)(=O)c1,-6.4,130.71381330490112
485,O=C(O)C(OC(N2CCOCC2)=O)c1cc2c(O)cc(F)cc2n1CCO,-6.4,168.85351490974426
693,O1C(=O)OCC(=O)NCCNC(C(F)(F)F)CCc2cscc21,-6.4,145.06136417388916
313,c1cccc(CC(=O)NC2c3c(cccc3)S(=O)(=O)N2C2CC2)c1,-6.4,160.27165985107422
56,O=C(c1(NC(c2cccc(F)c2)=O)c(-c2ccc(F)cc2)c1)O,-6.4,138.27126455307007
989,c1cc(-c2c(C3CC3)c3ncc(Cl)c(Cl)c3c(N)c2)cc(NSO)c1,-6.4,173.56186771392822
777,c1ccc(CC(O)=O)cc1S(NC(=O)Nc1c(=O)[nH]cc(F)c1)=O,-6.4,148.05594968795776
560,c1c(-c2c(Cl)ccc(C(F)(F)F)c2)c(C)ccc1,-6.4,129.3008587360382
956,c12c(csc1-c1cc(C(=O)NC)c(Cl)cc1)C(=O)N2c1ccccc1,-6.4,163.5925862789154
794,c1c(NC(=O)OC2CCOC2)cc(C(=O)OCc2cccc(C)c2)cc1Cl,-6.4,163.50735569000244
1007,FC(F)(F)c1c(-c2ccc(NC)cn2)c2cc(Cl)c(Cl)cc2nc1,-6.4,149.6594729423523
885,c1cc(-c2c(C(O)=O)c3cc(F)ccc3n2CCO)ccc1NC(CC)Cl,-6.4,177.980712890625
687,C1C2CCCCC2CC(C(C(=O)NS(=O)(=O)C)N)C1C1CC1,-6.4,224.58861780166623
1019,c1(S(=O)(=O)Nc2ccc(NS(O)(=O)=O)cc2)ccc1O,-6.4,166.13508892059326
683,C1CC1c1cc(NS(=O)(=O)c2ccc(CCO)s2)c(C(=O)O)s1,-6.3,150.56970405578613
73,c1cc(CC)c(CNC(=O)O)cc1NC(=O)c1ccc(C(C)C)cc1,-6.3,162.2208592891693
671,c1c(N)cccc1Cn1ncc2c(Cl)ccc(F)c21,-6.3,116.1678864955902
591,N(C(c1ncccn1)CC(Cc1ccccc1)CC(=O)N1C[C@@H]n1)N,-6.3,149.38429355621338
678,c1c2c(ccc1)N(c1c(F)cccc1)S(=O)(=O)CC2=O,-6.3,112.8345983028412
615,c1(-c2ccc(Cl)cn2)ccc1CN(CC(=O)NCC(O)=O)S(=O)(F)=O,-6.3,143.14903497695923
178,N(C(Cc1ccc(O)cc1)C(=O)NC(C(N)=O)N1CCCC1)=O,-6.3,172.27653312683103
547,c1ccc(Cn2c3cc(F)c(C)cc3ncc2=O)cc1Br,-6.3,124.71797442436218
958,n1ccccc1C(NC(c1ccccc1)N1CCOCC1)=O,-6.3,150.86548709869385
945,c1cc(Oc2ccc(-c3c(=O)[nH]ccc3)cc2)sc1CCO,-6.3,155.84970593452454
302,c1(N2C[C@@H](CC(C(=O)O)Cc3ccccc3)CC2)c(Cl)cccc1Cl,-6.3,141.66738963127136
939,c1(CNc2cc(C(=O)O)cc(C(=O)NC)c2)cc(C(=O)O)c1,-6.3,169.9281895160675
307,C1C(c2c(Cl)cccc2)Nc2ccccc2C(O)=NS1,-6.3,105.74645328521729
27,c1cc(Oc2cccc3c2CN(C)SC3)sc1CC(=O)O,-6.3,152.76690649986267
964,C1[CH](N(S(=O)(NC(=O)C(C)C)Cc2ccccc2)C(O)=O)c(C(=O)(CCC))Cn1,-6.3,210.0767638683319
921,c1cc(F)cc(CN2CC(C(O)C3CCCCC3)C(C)C2)c1Cl,-6.3,148.00243210792542
913,c1cc2c(n(Cc3ccccc3)c1=O)CS(=O)(=O)N2c1sccc1,-6.3,126.38096117973328
347,CN1[C@](C(=O)NC(c2ccccc2)C(=O)Nc2ccc(Br)cc2)CC[C]1,-6.3,143.98549699783325
355,c1cc(Br)ccc1S(=O)(=O)Nc1ccc(C(O)C(F)(F)F)s1,-6.3,133.66606998443604
897,c1(Nc2c(Cl)cccc2)nc2cccc(F)c12,-6.3,121.99397087097168
36,C1C(c2sc3c(c2CCCO)cc(CC2CCC2)c(C(=O)NC(C)=O)c3)s1,-6.3,185.0216069221497
362,c1ccc(S(N2C=O)c3c(OC)c(C4CCC4)ccc3S2(=O)=O)cc1Br,-6.3,151.71469807624817
334,c1(F)c(F)c(C(c2ccccc2)N2C[C@H]([C@@H](C)C)CC2)c1Br,-6.3,129.38160467147827
366,c1ccc(CNC(=O)CO)cc1CC(=O)N1C[C@@H](C(CC)COc2cnn(Cc2)C)c1,-6.3,194.89430809021
270,c1c(Oc2ccc(C)c(NC(O)C3CC3)c2)cc(NC(=O)C(C)C)cc1Cl,-6.3,263.17473244667053
975,C1CC2CCCC(Cn3c(=O)n(CCO)c4ccccc43)(C2)C1,-6.3,134.734281539917
1064,OC(C(O)=O)(CC(O)C(Cc1ccccc1)CN1CCOC2CC21)C(C)N,-6.3,208.5210988521576
198,C1C2(CCNC(=O)C3CCCCC3)OCCC1CCC2,-6.3,112.94632005691528
4,CN1c2ccccc2C(=O)Nc2ccccc2S1(=O)=O,-6.3,87.17052841186523
6,Fc1c2c(ccc(O)c1)c(C(O)=O)Sc1cc(Cl)c(F)cc12,-6.3,128.40662550926208
210,C1CN(c2nc3c(s2)cc(CC(=O)O)CC3)C[C@H]c1=O,-6.3,114.80614471435548
212,CC(NC(=O)OC(c1scnc1)C(Cc1ccccc1)O)C(NC(NC)=O)=O,-6.3,168.09468150138855
263,c1cc(Oc2ccc(C(=O)O)c(F)c2)ccc1NS(C)(=O)=O,-6.3,145.07909750938416
213,c1(F)ccc1S(=O)(=O)Cc1cccc2c(O)cc(Cl)c(C(=O)O)c12,-6.3,146.59507012367249
1043,c1c(C2=NC3(CCC(C(O)=O)CC3)C(CC(O)CC)C2)ccc(Cl)c1,-6.3,188.0221176147461
1037,N1(N2CCC3(CC2)CCN(C(C(F)(F)F)=O)CC3)C[C@](O)C1=O,-6.3,127.0082643032074
1026,c1cccc(CC(NC(O)C(Cc2ccccc2)=O)C(NC(C)=O)=O)c1,-6.3,151.9530692100525
1017,c1cc(N)c2c(c1)N(c1ccc(F)c(C)c1)S(=O)(=O)C2=O,-6.3,115.6012499332428
163,c1ccc2c(c1)N(Cc1c(-c3cccc(N)c3)c3ccccc3n1CC)CC2,-6.3,193.4334986209869
237,OCC#Cc1c2cc(S(O)(=O)=O)c(OC)cc2n2cc(C)c(C)cc12,-6.3,174.92875480651855
1044,c1ccc2c(c1)N(c1c(Cl)cccc1-c1ccc(Cl)cc1)CC2,-6.3,118.31929302215576
889,C(c1cc(Cl)ccc1)Oc1cc3sccc3c(=O)n1Cc1ccc1,-6.3,150.27841019630432
354,c1ccc(c(Br)c1C(C(C)NC(=O)O)O)Cc1ccccc1,-6.3,208.7860198020935
381,C1C(=O)NC(CC(=O)N2C[C@@H]3CCCCC3[C@@H](C)C2)C1,-6.3,159.61709642410278
730,N1C(c2nocc2CNC(c2ccccc2)Cc2cccc(Cl)c2)CCC1,-6.3,178.99877381324768
731,c1(Cn2c3c(c(=O)[nH]c2=O)ccc1)OCC(Cl)C3,-6.3,90.02806901931763
67,OCc1sc(-c2ccc(Br)cc2)nc1-c2cccc(C)c2,-6.3,139.97062826156616
514,CC(C)CC(C)CNc1ccc2c(c1)c(=O)n(Cc1ccccc1)n2C,-6.3,133.94532990455627
748,c1cccc(-c2cc(CC(=O)NC)cc(C(=O)NC(C3CC3)C3CC3)c2)c1,-6.3,199.84936785697937
484,c1cccc2c(c(-c3c(C)cc(C(=O)O)cc3C(=O)O)OS2)c1Br,-6.3,166.69146728515625
117,O1CN(c2cc3nc(-c4c(N)c(Cl)cc(N)c4)ccc3s2)CCC1,-6.3,188.2539587020874
467,c1(N)c(Cn2c(C#CCO)c(-c3ccncc3)c3c(O)cccc23)cc1Cl,-6.3,166.7512168884277
462,c1ccc(CN2CC(=O)N(C(c3ccccc3)CC(C)C)CC2)cc1Br,-6.3,138.36572766304016
442,c1ccc2nc(C(C(O)=O)c3ccc(C(=O)O)s3)c(C3CC3)cc2c1,-6.3,195.49902439117432
824,C(N(Cc1ccc(N)cc1)C(=O)OC(c1ccccc1)=O)c1ccccc1,-6.3,167.08599305152893
436,S(=O)(=O)N(CC(=O)NC)C12CC3CC(C1)CC(C3)CC2=O,-6.3,158.91283655166626
374,O=C(c1cc(c(-c2cccnc2)s1)N(C)c1cccc(Br)c1C)O,-6.3,179.79992270469666
413,C(O)c1cc(N)c(C(F)(F)F)cc1C(=O)c1ccnc(NC)c1,-6.3,221.5788402557373
403,Fc1cccc(-c2c(C(=O)NC)n(Cc3ccn4cncc4c3)cc2)c1,-6.3,142.6943953037262
829,Fc1cccc(-c2cc(CC(=O)O)ncc2)c1CC(Cc1ccccc1)NC(C)=O,-6.3,189.4185185432434
634,C1CCC2C1CC(C(=O)O)NC(c1c(=O)n(CCO)n1)=NS2(=O)=O,-6.3,178.94198369979858
873,c1cc(NC(c2c(F)cccc2)=O)ccc1C(O)=O,-6.3,165.04742097854614
402,c1ccc(CC(O)=NS(=O)(=O)c2ccc(N)cc2)c(-c2ccn(C)c2)c1,-6.3,183.8450605869293
860,c1ccc(Sc2cc(N(C)C(NC)=O)n(Cc3ccccc3)n2)cc1,-6.3,153.98114585876465
878,O1C2CCCN(CC3CCCCC3)C2c2ccc(Cl)cc21,-6.2,158.77776861190796
672,c1cc2c(cc1)c(C(=O)NC(c1ccccc1)C1CC1)ccc2,-6.2,120.27764868736269
1050,CCOC1CN(C(=O)NCc2cccc(C)c2)CC(C2CC2)C1,-6.2,127.28805232048036
871,c1ccc(CC(NS(=O)(=O)c2sc(N)nc2)C(O)C(C)O)s1,-6.2,165.3258445262909
866,C(C1CCC(c2ccc(F)cc2)c2cccc(F)c2)=NO1,-6.2,138.7450852394104
1045,FC1(F)NC(=O)OCC2(C1)C(=O)Nc1c(Cl)cccc12,-6.2,109.79700112342834
64,O(C(C)(CO)Cc1ccc(F)cc1)c1cccc(C(F)(F)F)c1,-6.2,139.93631529808044
757,c1ccc2c(c1)sc(=O)n2Cc1c(Br)c2c(c1)N(S(CC)=O)ccc2,-6.2,146.9951729774475
765,c12o(-c3cc3c(c(C(=O)O)c2C2=CS(=O)(=O)c3ccc(F)cc32)c1CC=O)F,-6.2,196.38835644721985
69,Cc1cc(F)ccc1NC(=O)C(C(CNC(=O)CNC(C)(C)C)=O)O,-6.2,152.48281407356262
783,C1(F)c2c(cc3c(c2C)CN(C(=O)C(NC(O)C(C)(C)C)=CS3)NO)C1=O,-6.2,191.1517255306244
898,c1ccc(C)c2c1cc(C(F)(F)F)n2Cc1ccc(C(=O)O)c(C)n1,-6.2,183.00115823745728
851,O=S(c1cc(Cl)ccc1)NC12CC3CC(CC(C3)C1)C2,-6.2,114.47801208496094
918,c12CCCCC1c1ccc(F)cc1NS2(=O)=O,-6.2,83.72982740402222
1000,C1CCC2C1CC=C(S(=O)(=O)NC(C(C)C)C1CC1)NC2=O,-6.2,146.94799709320068
799,c1c(CCC(NC(=O)OC)C(Cc2cccc(C)c2)=O)sc(C(=O)O)c1,-6.2,201.79669046401975
971,c1cc(F)cc2c(-c3c(F)cccc3)sc(C(=O)O)c12,-6.2,133.2890944480896
33,C(C)(CN(C(C)(C)O)C(C(Cc1ccccc1)=O)=O)NC(Cc1ccccc1)NCCO,-6.2,238.40237522125244
911,c1(Cl)c(C(O)=CS(=O)(=O)c2cc(Cl)ccc2)c(C2CC2)c1Cl,-6.2,137.2513358592987
859,c1(CN(c2cc3c(cc2C3)ccc1)C(=O)O)c1ccncc1,-6.2,122.55553889274596
837,c1(S(=O)(N(Cc2ccc(C(=O)N)cc2)CCc2ccccc2)cc1)=O,-6.2,129.80334067344666
25,c1(F)c(-c2c(Cl)cccc2)c2cccc(C(N)=O)c12,-6.2,124.21175622940063
78,c1c(Oc2ccc(Oc3ccnc(C)c3)cc2)ccc(F)c1,-6.2,130.56389141082764
916,O1C2CC(C1)C(CC(C)(C)C)=CN2(=O)OCc1c(NCc2ccccc2)C1,-6.2,134.45126271247864
846,c1c2sc(-c3c(F)cccc3)c(-c3c(O)cccc3)c2c(C)[nH]1,-6.2,142.67906880378723
933,N(c1cc(-c2ccc[nH]c2=O)c2c(c1)Br)c(-c1ccc[nH]1)c2,-6.2,130.45561361312866
35,O=C1N(Cc2ccccn2)S(=O)(=O)c2cc(F)ccc21,-6.2,121.25521278381348
688,S1CC1c1occ(C2=CS(=O)(=O)c3cc(F)c(CN)cc32)c1,-6.2,136.0973584651947
544,O1CCCCC(NC(=O)OC23CC4CC(CC(C4)C2)C3)C1,-6.2,106.36304044723512
274,C1CCN(S(=O)(=O)c2cccnc2)c2cc(Cl)c(C)cc2C1,-6.2,116.72205448150636
298,S(=O)(=O)Nc1cc(C#CC(C)(C)C)ccc1C1CCC(O)CC1,-6.2,142.45786237716675
365,N(C(C(C)C)=O)C(Cc1ccc(F)cc1)OC(c1c(O)cccc1)=O,-6.2,146.28521370887756
473,O1CN(c2nc3c(s2)c(-c2ccccc2)ccc3)C[C@]1,-6.2,105.81394505500792
187,c1cc(OCC(C(F)(F)F)=O)sc1-c1ccnc(N)n1,-6.2,215.45602869987488
296,O1C2C(NS(=O)(=O)c3ccc(N)cc3)CC2Sc2ccc(CN)cc21,-6.2,151.43025517463684
480,Cc1cc(CN2CCC(C(O)=O)=Cc3c(cc(C(C)C)n3C)C2)ccc1Br,-6.2,163.60494947433472
161,Cc1cc(S(=O)(=O)NC)cc2oc(-c3ccn(C)c3)cc12,-6.2,121.14829897880554
129,CN1CCN(c2ccc(s2)NS(=O)(=O)NCc2c(F)cccc2)CC1,-6.2,138.01958894729614
372,C(Nc1ccccc1)(c1c(-c2c(F)cccc2)cc(CC(=O)O)s1)=O,-6.2,164.25344038009644
599,C(CNS(=O)(C(=O)O)=O)c1scc(-c2ccc(Br)cc2)c1,-6.2,131.98776817321777
449,C1CCCCCC1CN1C(=O)c2cccc(Cl)c2S1(=O)=O,-6.2,131.90960931777954
232,O=C1N(C)C(CCCc2cc3c(cc2)cc(CCO)s3)NC1=O,-6.2,179.5919153690338
582,CNc1cccc(F)c1CN1C2CC(CC2)Cc2ccccc21,-6.2,115.10013270378111
229,C(c1cccc(B(O)OCc2ccccc2)c1)#CCO,-6.2,0.1068313121795654
228,c1ccc(Oc2c(Cl)ncc(NC(O)=O)c2)cc1Br,-6.2,160.69355583190918
169,OCc1cc(C)c2c(OC(=O)C(C#CCO)C(=O)NC)cc(C(F)(F)F)sc2cc1,-6.2,237.61708974838257
504,c1cc(F)c2oc(-c3ccccc3)c(C(=O)O)c2c1,-6.2,102.06614947319032
569,O1C2(CCN(S(O)(=O)=O)c3ccc(cc3N)CCC2)CC1,-6.2,142.0360782146454
505,O=C(O)c1cc(NC(=O)COCC2CCCCC2)ccc1Br,-6.2,129.7930233478546
519,c1(F)ccc2nc(-c3c(F)cccc3)c(C(=O)O)n(C)c12,-6.2,122.2253279685974
412,c1(-c2nccc3n(CC(O)=O)c(C(=O)O)c(C)c23)sc(Cl)cc1,-6.2,200.74169325828552
276,c1(C(=O)O)C(OC(=O)C(=O)c1cccc(Br)c1)(O)Cc(N)cn1,-6.2,145.22818565368652
182,C(C)c1c(Br)cc(CC2=CS(=O)(=O)c3ccccc32)cc1C1nC1C,-6.2,137.34077310562134
89,N1CCOC(=O)C(C(NC(Cc2ccccc2)=O)Cc2cc(F)ccc2)C1,-6.2,155.28085041046145
92,c1cc(Cl)cc(CN(c2c(C3CC3)cccc2)C3CC(=O)N(C)C3)c1Cl,-6.2,154.05636191368103
513,c1(-c2ccnn2CCO)ccc1Oc1ccc(C(=O)O)c(C(F)(F)F)c1,-6.2,173.17017006874084
419,C(=O)(OC(=O)c1(C(O)CNC(=O)Nc2ccc(Br)cc2)CN)C1,-6.2,170.53501915931702
220,c1c(NC(=O)c2cc(F)ccc2)ccc(C(=O)OC)c1-c1sccc1,-6.2,142.52405333518982
303,c1c(CC)scc1-c1c(CC(=O)O)n(Cc2cccc(Br)c2)cc1,-6.2,139.10016059875488
314,CNC(c1ccc2c(c1)NC(=O)CnO2)C(C)C(c1ccc(F)cc1)N(c1cCC1)CC,-6.2,174.31236338615415
215,CC1CN(C(=O)c2ccnc(NC3CCCCC3)c2)C(CCC(C)C)CC(C)N1,-6.2,162.87227964401245
487,N(c1ccc2c(NC(=O)C3CCC(=O)NC3)c[nH]c2c1)=O,-6.2,141.43695211410522
450,c1(C)cc(N2C(C(=O)O)S(=O)(=O)c3cc(Cl)ccc32)c1Br,-6.2,156.32896399497986
335,OC(C)(F)C(NC)C(=O)OCc1ccc(C(=O)NC(=O)N)cc1,-6.2,152.8395094871521
839,O=C(OCC(C)C)N1Cc2nc(CCC(=O)NC)cc(C)c2C1=O,-6.1,132.11946773529053
699,O=C(O)c1cccc(c1)Oc1ccc(-c2ccccc2)nccc1CC(O)=O,-6.1,200.3399131298065
164,c1cc2c(cc1)S(=O)(=O)N=C(c1ccc(C(=O)O)n1CCCO)NC2=O,-6.1,164.93431210517883
1033,c1c(CC)c(F)ccc1CN1C(=O)SCc2cccc(C)c21,-6.1,125.57706570625304
11,FC(F)(F)c1ncc(NS(CC(N)=O)C(F)(F)F)c(C(F)(F)F)c1,-6.1,175.9718720912933
371,C1C2CC(C(C(=O)NC(C3CC3)=C)Nc3ccccc32)CCC1CCO,-6.1,167.7760455608368
1013,c1(NC(=O)CC(NS(=O)(=O)C)Cc2cc(C)cc(NC(=O)O)c2)ccc1,-6.1,281.2557237148285
742,N(C1CCC(=O)NS(=O)(=O)C1)C(Cc1ccccc1)C(CC)CC(=O)CCOS,-6.1,185.01574206352237
979,c1cccc(-c2nc(C(=O)O)nc(C(F)(F)F)c2N)c1Br,-6.1,184.05459547042847
324,Fc1cc2ccc(C(F)(F)F)c(-c3ccccc3)c2[C@]1,-6.1,109.3769030570984
